command,mean,stddev,median,user,system,min,max
python scripts/benchmark_baseline.py 2 5,150.95002402643996,0.9035605245263678,150.83943756248,222.59564799999993,59.92717809999999,149.14467722197998,153.27517690398
python scripts/benchmark_baseline.py 4 5,114.89649537913998,0.2305147150138422,114.88234987598,227.12777682,63.97897362,114.31090405498,115.48096198398
python scripts/benchmark_baseline.py 6 5,115.36190409880003,0.23778180706206112,115.37851125498,233.52911461999997,66.86837202000001,114.75696969698001,115.84130105398
python scripts/benchmark_baseline.py 8 5,115.51017780233998,0.15212884325094733,115.49475972448,236.1411744199999,68.15266148000003,115.13289949798,115.81188049898
python scripts/benchmark_baseline.py 10 5,115.77244813774001,0.19117021505158,115.82174793698,240.8831782399999,69.86904900000002,115.17350695698,116.09204557198
python scripts/benchmark_baseline.py 12 5,116.34322076513999,0.796500135737965,116.13174169798,249.01637746000003,71.88442916000001,115.57015969198,119.18312608698
python scripts/benchmark_baseline.py 14 5,116.84708097696,0.8730368107506219,116.55029505348,256.23829441999993,73.06395104,115.59500454498,119.92504728998
python scripts/benchmark_baseline.py 16 5,117.38015330134002,0.9713924085619694,117.13949421198001,264.97124168000005,75.09434790000002,116.05117707798,119.99006895798
python scripts/benchmark_baseline.py 18 5,118.1447018426,0.3428522549439963,118.16741666348,283.93367637999995,76.48525900000001,117.44411114298,118.89847600298
