command,mean,stddev,median,user,system,min,max
python scripts/benchmark_baseline.py 2 0,144.71474509977998,4.368069135946618,144.17406525581998,229.52632535999993,62.04839398,140.08846038631998,158.71580112932
python scripts/benchmark_baseline.py 4 0,81.91249107214,0.8802611812802722,82.01701362532,236.37055591999996,66.19418793999999,80.19738974632001,84.91929575332
python scripts/benchmark_baseline.py 6 0,55.13414236364,0.551457132262878,55.025126383819995,241.80613879999999,68.45720902,53.82628668032,56.94267424532
python scripts/benchmark_baseline.py 8 0,52.0716260809,0.8632969449582405,52.09088379032,247.97811471999998,71.43659101999998,50.37046851332,54.96120076232
python scripts/benchmark_baseline.py 10 0,38.614678764279994,0.9353322505310201,38.66973671682,262.96126649999997,74.14536023999997,36.50814802032,40.54596977232
python scripts/benchmark_baseline.py 12 0,38.51180976117999,0.6385564509343992,38.49654194782,268.0020514599999,75.01204936000002,37.25009748532,40.43215549932
python scripts/benchmark_baseline.py 14 0,38.70990118597999,0.7831886614773791,38.57411386882,280.34232901999997,77.24864395999998,37.43458074332,40.756214384319996
python scripts/benchmark_baseline.py 16 0,38.582496108540006,0.7098062151475336,38.451246165819995,288.83506994,79.10023737999997,37.19969615232,40.30875148032
python scripts/benchmark_baseline.py 18 0,27.15115230679999,1.1997347109017582,26.92372297032,303.48852308,82.38538716,25.34604283032,29.97384085832
